Author,uTime,Text
Muhammad Talut,1578473417,"Random Thoughts যদধবগরহন পলস আর ইরক থক সব সনয পরতযহরর মযনডট নয় কষমতয় আস আমরকর পরসডনট হঠত কর কন তদর পবলক এনম নমবর ওয়নর সবচয় গরহণযগয, পরভবশল আর দবতয় পরধন নতক হতয কর অবধরত যদধবগরহ বয় আনল অনক বশলষকদর মত পরসডনট হঠত কর বছরর শরত করছ যত কর জনগনর দষট আর রজনতক তৎপরত ইমপচমনট টরয়ল থক অনযদক সর যয় এট আশক সতয পর বযপর বঝত হল আর পছন যত হব ...গত ২০ বছর যবত মধযপরচয ঘট যওয় সব ঘটনর করনলজ দখত হব একই সথ লকষয করত হব মনফল তথ টক কথ থক কথয় গছ ২০০৩ সলর ইরক দখলর পর থক যতগল যদধআকরমন মধযপরচয ঘটছ ত পরধনত আমরকইরন পরকস ব ছয় যদধর ফসল আমরক ইরক দখলর পর থকই ইরক এব মধযপরচযর অনযনয শয় অধযষত দশ গলত ইরন তদর পরভব বড়ত জরদর তৎপরত বড়য় এট মলত আমরকক চযলঞজ ছড় দয়র সমতলয এব আমরক সবভবতই তদর নজদর সবরথ রকষর জনয ইরনর এই চযলঞজ মকবল করর জনয পদকষপ নয় যর বহযক রপ হল ছয় যদধ সরয়র যদধ, লবয় দখল, লবনন এ অশনত, ইয়মনর যদধ, মশরর আরব বসনত, তরকদর লবয় অভযন এসবই হল আমরকইরন পরকস ওয়র ছয় যদধ এর বহপরকশ এখন খয়ল করত হব টক কথ থক কথয় গছ টক সরসর যয়নই  মলত তলর বনময় অসতর লনদন হইছ , হচছ এসব অসতর ত বযবহর কর দরকর সপলইডমনড আইন অনযয় অসতর বযবস চল রখত পরয়জন কনফলকট ব যদধ একই সথ তলর বযবস আর অসতরর বযবস চল রখত যদধর কন বকলপ নই আমরকর কষমতসন দল চয় একট যদধ কনত পরসডনটর মযনডট ছল ভনন  এখন নজর গরহণযগযত কম আসয় আর গদ নয় টনটন পড়য় পরসডনট গদত আরক টরম থকত জনগনক দয় মযনডটর বদল যদধর বনময় গদ পলস নল আশচরয হব ন অনযদক ইরনর রভযলশনর গরড এই তরল অবসথর ফয়দ লটব কনফলকটক ধরময় ভত বযখয কর ইসলমক অভযথনর পরয়জনয়ত জসটফই করর চসট করব আশ পশর দশ ইরন নজদর পরভব আর বসতর করর চসট চলব যর অবধরত ফলফল হব সদইরন কনফলকট য শষ পরযনত শয়সনন কনফলকট রপ নব সবভবক ভবই নযট আর ইউরপ থকব আমরকর পকষ ,রশয় থকব ইরনর পকষয আর ততয় আর একট পকষয হব চন এসবর শষ কথয় আসল আরও একট বশবযদধ আপডট ৮ই জনয়র  আমরক আপতত কনফলকট এড়য় গয় সনমখ যদধ যচছন ইরনদর আনতরজরতক নয়মর পরমনডল থক মসইল হমল জববর পরকষত আপতত আমরক কন পলট জবব যচছন সরসর কনফলকট অবসথ এখনই ঠণড হচছ আপতত কনত পরকস ওয়র কনত লগই থকব  খবসমভবত ইরক আর লবনন এই অবসথর সবচয় বড় ভকটম হত যচছ ইরন আমরক উভয় দশই এখন এসব এলকয় নজদর পরভব বড়ত গয় আর অশনত বড়বতছর পরসডনট তর সনয পরতযহরর মযনডট থকসর আসর একট ছত পইল ইরক থক সনয পরতযহর হচছন অচরই উলট আরও বশ সনয যব"
Shariat Rahman,1578349211,"একই বদযপঠ এ লখপড় করলই সকলর মন মনষকত ব চনত ভবন একই ধরর হয় ন বয়ট থক পশ কর ইঞজনয়র, আরকটকট সনদ নলও সবই য মনষ হয় ন, তর যথষট পরমন আছ, তব নসবনদহ বয়ট পশ কন মরখ নই সব বয়ট পশই অনতত একট কছ পড় তর অরথ বঝত পর বলদশ The Penal Code, 1860 ACT NO.XLV of 1860 CHAPTER XVI  OF OFFENCES AFFECTING THE HUMAN BODY  Punishment for rape অনযয় রপ এর য শসত, তত কন কনডশন দওয় নই য, 1. শসতর সময় পথবর বভনন দশ ক হর রপ হচছ ব অনয দশগল ক শসত দচছ 2. বলদশ পনল কড এ রপ এর শসতর সময় আগ দশ কয়ট রপ এর শসত হয়ছ, সই হসব নবর কন আদশ ব নয়ম নই 3. রপ এর শসতর সময় জনগণর বযরথত, ব পরবরক শকষ এসব আলচনর বষয় ন 4. পথবর অনয কন দশ কত শত রপ এর মমলর বচর হয়ন, সটও গণনর বষয় ন পরতট রপ এককট করমনল ACTIVITY এব পরতট মমল এককভব বচর হব, এটই নয়ম পসট ত দলম Muhammad Talut এব ওনর মত চনত ভবন করন এরকম যদ আর কও এই গরপ এ থকন তদর বধদয় হবর জনয You think there is no proceedings and punishments against rape in Bangladesh Google please Youll find every month many perpetrators are getting life time and capital punishments. They are getting detained too. এমন কথ যন বলন তর মন মনসকত এব মতমত মটই গরহণযগয নয়"
Ahmed Javed Jamal,1578046746,নতন বছরর শরত মনডপর ধনমনড ও মহমমদপর নবস বয়টয়নদর একট ছটখট জময়ত করত চই দনতরখ কব হল ভল হব  Provide translation to English
ডা. মনীষা চক্রবর্ত্তী,1578470164,"মটভশনর গলপগলই শর হয কছ বখযত বযকতর জবনর হরডশপর কহন দয এই যমন সটভ জব সপতহ একদন ভল খবরর জনয ৭ মইল হট হর কষণ মনদর যতন বল গটস বডর গযরজ কমপন দয কথয চল গলন এত গল বখযতদর কথ এদর সথ ইদন এক ভরতয তরন দমপতর কথ শন যচছ  যর নক সগড বচ কযক বছররই কটপত এইসব থক শখর আছ অনক কছই কনত তরনর কছই শখ ন এর অলস পরশরম করত জন ন শধমতর যবতয সব কছক দষরপ করত পর নজ উদযগ হয কছ কর ন হযত এই অভযগগল আশক সতয তব আমর মন হয ন  এই সব সফল লকদর কহন শন কন ছগলর তন নমবর বচচ ছড আর কউ ই মটভটড হয আমর পরথমই মথয আস  সটভ জবসর মত অনকই এরচয বহ দর থক পরতদনই হর কষণ মনদর খবর খত আস তর আপলত দরর কথ আঙগর কমপন ও দত পর নই বর আগ এক খত আসত, এখন বউ, বচচকচচ সহ খইত আস পরতদনই অনক অনক সবপন, সধন, সকলপ নয গযরজ নতযনতন কমপন গঠত অধকশ কষতরই এট গযরজ থক টযলট সথননতরত হয ছটবল থকই নরযন ককর সগর বনত দখত দখত বড হইলম তর অভব অনটন আগর চয বডছ উননতর মধয একটই হইছ, সগরর সইজ দনক দন ছট হচছ এভব চলত থকল, একসময মইকরসকপ দয সগর খজত হব খবই হতশ জনক তই ন বযপরট আসল ত ন পরশরম, সতত, সঠক পরকলপন দয য সব সময সফল হওয যয ন, এই সতযট মন নত হব সবর সবকছ কলক কর ন আর পরতযকর গলপই ভনন একটর সথ আরকট কনকট করট বকম আর মটভশন একট পনক কর কখন কভব হবকউ জন ন কর কর সরজবনও হয ন এই যমন আমর হয ন ক করতম গছর ডল দড দয ঝল পরতম"
Asif Hossain Rochy,1578054631,Jakaria Jalal বস দখ পলয়র অফ দয মযচ  Provide translation to English
Zahid Rahman,1578372023, categorization is based on my personal opinion.  Provide translation to Bengali
Shompa Hai,1578566942,"ধরষণর করণ নরপন করত রতমত গবষণ দরকর collected from a respected BUETIANs comment No need to go in details, and such statement sounds funny eventually to hear about Research This is very simple and easy Just need direct firing of the culprit in the public place... On the other hand, Govt must retain native culture  faith  communal harmony and academic system instead of inducing anything from overseas..."
শাহেদ মুহাম্মদ,1578147419,list 2020  বভনন করণ আজকল গরপ আস হয়ন তব আজ শনলম আম নক এক বশষ লসট একমতর মহল সদসয হসব সথন পয়ছ আননদ আবর ফর এলম বদর আমর খব ভলমত মন আছ কন বলক হয়ছলম and I am proud of myself. You can continue your childish activities. I dont give a st.  Provide translation to English
Aminur Rahman Nasim,1578371979,"গরপ কল থক ঝড় বইছ বভনন ইসয নয় ২০১৪১৬ পরযনত নজর মতমত দতম বধয় ভরচয়ল অনকবর লঞচত হয়ছ আজকল এসব বষয় এড়য় যই তব যহত নজক দশপরমক দব কর নজর কষদর মধ ও অভজঞত দয় আপরণ চষট কর যচছ সমজক কছ দত সজনয আজক কছ তত সতয কথ বলত চই করণ একজন বখযত দরশনক বলছন, পথব ধবস হব খরপ মনষর অনযয়র জনয ন, ভল মনষর নশচপ থকর জনয Talut ভইয়র পসট ও কমনট দখছ যদও তর সথ আমর সসমপরক নই, তবও সদক সদ বলত হব ওনক চন এই গরপ পরয় ৪ বছর ধর উন যট বলত চয়ছন, সটর সথ ১০০ একমত আম দশ ৫ ধরষণরও বচর হয় ন দরভগযবশত আম একজন বব হসব সবর আগ নজর ছলক ভল মনষ বনব, একই সথ নজর ময়ক সলফ ডফনস শখব সব ববর এই কজ করল অনযয় কমত বধয সমজক বদল দওয়র আগ নজর পরবরক বদলত হব সবর আগ এট ছড় কন অনযয়র বচরই সমভব ন করণ হপকরস দয় কখন নযয় কয়ম হত পর ন অনযদক আরকট পসট দখলম নপরবহন পরতমনতরক নয় বলবহলয, উন লগর কনদরয় সগঠনক সমপদক ছলন৷ আমর জনমত, শজহন খনর চয় হজরগণ ভল মনষ উন বভনন নদ দখলকরদর বরদধ অনবরত য অভযন চলছ, সটর লড দচছন এই ভদরলক ভম মফয়র কতট ভয়নক লক, সট একট বচচও জন ওনর পর ইনটরভউট আম পড়ছ আবরর হতয কনড সমপরক উন যট বলছন, সট খবই দখজনক কনত পর ইনটরভউ পড়র পর এটক সলপ অফ ট বলত চই আম করণ ৩ দন আগর ছতরলগর ৭৫তম পরতষঠবরষকত ওবয়দল কদর নজ বলছন, য ছতরলগর নতর আবররক হতয করত পর, সই ছতরলগ চই ন আমর বলবহলয, আবরর হতযকণডর পর তর দসর ও এপলজসটর যভব জসটফই করত চয়ছল এই গরপ, সটর বরদধ যর পরতবদ কর এসছ শর থকই, আম তদর একজন যদও এট কর অতযনত রসক ছল আমর নজর ও বযবসর জনয সজনয একট ইনটরভউ থক চমবক অশ নরবচত কর সটক বযবহর কর একজন মনষর সরজবনর অরজনক হয় করট অনযয় মন হয়ছ আমর কছ যইহক, আমর লখয় কউ দখ পল আম আনতরকভব কষমপররথ তব সতযট বলতই হব"
Shahadat Hossain,1578153551,"আব রসল এর কষম পররথন... সধবদ জনচছ সই সশন বয়ট ভরত হওয় অদময আব রসল এর নম য খবর পরথম আল সহ আরকট সথনয় পতরকয় আসর পর আমর মনষ মনষর জনয ফউনডশন এর পকষ থক অভযগ করছলম য, অনক লমব একট পরকরয় এব শষ পরগরম কর বতত দয়র পরও ফউনডশনর নমট আসন ব সট সবকর কর হয় ন এই নয় গত কয়কদন আমদর ভলনটয়র এব অনয অনকই এই বযপরট নয় সময় দয়ছন আম কথ বলছ পরয় ৪৫ মনট, বভনন খটনট নয় করণ, এই উঠত ছলটর ভল হত পর, কনত তক সযগ দয় উচত আমদর ফউনডশন এর কজ হল, টক এন টক দয় ন, বর ভল মনষ গড়র পছন অবদন রখ সই বযপরট মথয় রখ ওর সথ বসতরত আলপ এর পর স অফসয়ল দষ সবকর কর কষম পররথন করছ ফউনডশন এর পকষ থক আমর ওর অভযগট তল নলম এব সবইক অনরধ করব বযপরট কষমসনদর দষটত দখর জনয ওর সমন অনক পথ সই পথ পড় দয়র কষতর আমর তক আবর সহযযর হত বড়য় দব পরয়জন বয়টয়ন বড় ভই হসব আম বযকতগতভবও বভননভব তর সননধয থকব পরয়জন আব রসল যন ভবষযত আপনদর সবর সদয় দষট পয়, সজনয ফউনডশন থক আম বনত অনরধ জনচছ আব রসল, সধবদ তমক অনক বড় মনর মনষ হও তম  পরসঙগত, আমর ইচছ করল সট চপয় যত পরতম ন, করণ শকষরথদর আবদনগলর উপর ভতত কর নম মছ দয় যট আমর সবসময় কর ফসবক এর বভনন জয়গয় পসট করর পর অনকই সহযয করর জনয এগয় আসন এই ছলটর গলপ বলও ডনশন নয় হয়ছল এখন পতরকয় যদ ডনর ব শভকখ দখন য, ডনশন ব বততর টক ওই পররথর হত পছ ন, তহল সট ফউনডশন এর গয় কলর দগ ফলত বন পয়সয় শরম, মঝ মঝ পকটর টক এব এত সময় দয়র পর ফউনডশন এর কজ নয় পরশন উঠল সট অনক বড় অনযয় হত এজনয একট পবলক সবদ পবলক অভযগ কর হয়ছল আমদর অভযগ পসট করর পর অনকই নজদর অভজঞত শয়র করছন কতজঞত অসবকর কর, ব একই সমসযর জনয বভনন মনষ ব পরতষঠন থক থক সহযয নয় আমদর সমজর দষট রগ এই রগ পরতরধ করর দয়তবও আমদর আমর সবই মল সচতন হয় সবই যর যর সথন থক ওদরক ভল পথ নয় আসর চষট করল হয়ত এই সমসয কম যব ব নরমল হব আশ কর সবই সহযয করবন এই বযপর নট বভনন জয়গয় আমর দয় ৪ ট পসট আম সরয় নচছ, কনত আমদর কছ রকরড হসব থকব আমদর পরয়জন অনক ধনযবদ ও কতজঞত সবইক যর এই বযপরট নয় উদগরব এব সযকত ছলন মনষ মনষর জনয ফউনডশন"
Aminul Islam Emon,1578315627,"ঈশবরর ইতহস২য় পরব ঈশবর মনষ সষট করছন আর মনষ ঈশবরক আবষকর করছঈশবর মনষর সষটকরতমনষ ঈশবরর ধরনকরতঈশবর মনষক পলন করছনমনষ ঈশবরক ললন করছতব পথবর বক মনষ তদর সবচয় কঠন পথ পড দয়ছ ঈশবরক আবষকরর আগএখন বল হয়পথবট মনষর জনয একই সথ সনদর এব ভয়করকনত, সই কঠন সময় মনষর জনয পথবট ছল কবলই ভয়ঙকরঅনযনয পরণর মতই মনষ তখন লপত ছল কবল টক থকর সগরমআজ থক পরয় ১২ হজর বছর আগ... Continue Reading"
Bodrul Alam,1578165716,"BUET Aripata may be a group of 20 Thousand members but the News Feed is a monopoly of only a few. The top 1 publishes pretty much all the content in the Group. I dont know, how to encourage more active participation in the group but that should be a discussion going forward. P.S. I, myself, am not an active member but felt this message needed to be sent. This is also not a political post, just my own personal thought.  Provide translation to Bengali"
Tamanna Alam,1578103287,"Dear BUETian, I solicit your kind support for the post EC Member in the upcoming Officers Club Election 2020. Thanks  Provide translation to Bengali"
Shariat Rahman,1578028352,"ছট বল থকই হসটল থকর করণ, আর কছ শখ আর ন শখ, একট বদয খব ভল শখছ সট হল  পরম পরত বষযক জঞনদন নজর কছ হক ন হক, বনধ বনধব, ছট ভই, বড ভই সবইক এত বশ বশষজঞ মতমত দত হইছ, এইগল যদ ভজটর মধযম করত পরতম, তহল আজ আর বযক অযকউনট কনভবই এত করন থকত ন পরথম দখ থক শর কর বয পরযনত সব বষযই জঞন দতম কখন কখন জঞন দত পযনল ও তর হত যদও করই নজর কন অভজঞত নই, কনত জঞন দযর সময এক একজন আইনসটইন ছট খট সধরণ বযপর সলভ কর ছল, ওযন ট র বযপর একবর এক বড ভই এক আজব সমসয নয আসল, যট সলভ কর পরয অসমভব হয পডল তখন বযট পড বড ভই ও পড তর বহদনর পরমক তক ছড এক আনডরওযযর বকরতর পরম পডল সই আনডরওযযর বকরত আবর ঢক কলজর সমনর ফটপত ঝডত কর আনডরওযযর বকর কর এইট কন লভলর পরম কনভবই বঝত পরলম ন তছড মযর সথ আম একবর কথও বলছলম বযট কযফত, যখন ভইযর সথ দহরম মহরম চলছল বশ সমরট ঢকর কলনত জনম এব বড ওঠ কজই ক বলব ব বদধ দব, বঝত পরছলম ন ভইক বললম  ভই আপ বধহয বযট বযপরটই বঝত পরছ ন আম অনকক দখছ, বযট পড বলল বঝত পর ন বযপরট বঝয বলল, সমসযর সমধন হয যব  আর ময তম আমর লগ মজ লও ওর কলজ দই বনধই বযট পড ও এম আই টও চন তম তর বযট চনইতছ খবই চনতর কথ বললম  ভই আপনর সথ সমসয ক নয শর  ত ত জন ন আম ন ক কযরফল ন ওই বযট নক কযরফল আর রমনটক  আর  ঐ লকর ভবষযত ক আর আপনর ভবষযৎ ক, সট দখব ন  সট ও বলছ বল ক ন বযটর পরচর পলপন বকর থক কউ কউ খবই অলপ বতনর চকর কর বউযর হত খরচ দত পর ন আর এ পরশরম সবধন বযবসয চষট আর ধরয ধর রখল, একদন অনক বড কছ হব আর সবই ছট থকই শর কর কথ ত ১০০ সতয আম পরই বযককল হয গলম সবচয খরপ লগছল, ভই ক একট বজ সচযশন পরছ মনষর গরলফরনড বভনন করণ চল যয কনত তর মত বধহয কর যয ন সনতন দযর মত ও কন শবদ জন নই মস খনক পর, ঐ ময সতয সতযই আনডরওযযর বকরতক বয কর তরপরর ঘটন জন ন তব সইদনই পরথম বঝত পরলম  পরম কন কছই বধ হয দডত পর ন আর ওমরসন ভইযর সনম গল বসতব কহন ভতত করই কর"
Chandra Nath,1578545560,জনব মসদ করম খনক জনব Md Mizanur Rahman Khan ৪.৭ ধর অনযয় অশলল ইগত পরদন ও ৪.৯ ধর অনযয় উতযকত করয় জনব মজনক ২.১ ধর অনসর casual warning দয় হল ও পসটট মছ দয় হল ভবষযত এইরকম ঘটনর পনরবতত ন করর জনয ১৬ তম এডমন পযনলর পকষ থক জনব মজনক অনরধ কর হচছ  Provide translation to English
Shakil Anower,1578152470,যতটক জন রজওয়ন সযর বয়টর টচর ছলন... পরইভট ভরসটও আজকল রসরচর জনয ফনড যগর করতছ... আর আমদর বয়ট...  Provide translation to English
Ashraf Faroque,1578565171,Is there anybody in Chattagram port. My uncle need a little help. Thanks in Advance.  Provide translation to Bengali
Shahriar Ferdous,1578337952,
Mir Manzurur Rahman,1578193402,"এই গরপর লখর কনটনট নয় মঝমধযই কছ খচমর পসট আস গতকলও এসছল কমনট সকশন অনকই মনর ঝলও মটয়৷ সজনয সই পসট আমর কমনটট পসট হসব দলম এখন সরয়স ও গঠণমলক আলচনয় কউ বধ দচছ ন ত আমর এখন মন আছ, ২০১৫ সলর দক বয়ট সমপরকত লখর অভব গরপট যখন মর যচছল, তখনই পবলক পল নয় সদধনত হয় য সব রকম লখ আসব সজনয সড় ৫ বছর পরও গরপট এখন টক আছ আর বযকতগতভব এই গরপ থক আম য পয়ছ ১. দইট সটরটআপ এর কফউনডর ও ফনড ২. অসখয কলয়নট ৩. অসখয শভকঙকষ ৪. পরচর জঞন"
Aminur Rahman Nasim,1578139365,"বব আমর, তর ক খব বশ মরছ অনক বশ বযথ পয়ছস জনতব হতগল মখ চপ ধরছল তর, পরসন করত চৎকরও ময়র কথ মন পড়ছল খব পন খত চয়ছল বব... আহর বব, বব আমর তর গয় ত কর ফলর টকও কলপন কর নই কখন, কমন বব তই সহয করল ববর কথ মন পড়ছল বঝ পরতট সটযমপর বড় এখন আমর গয় বধছ র ববর, চখগল ক বর হয় আসত চইছল কটর থক কতজন জনয়র মল চপ বসছল তর উপর তর বকর উপর, যখন আম কন পত অসততবর শবদ শনতম টক টক... টকটক, তর জবনঘড় থময় দল, সতয বশবস হয় নর বব...পরকষর পর আর বঝ আসব ন বড় ম তর জনয কতকছ রধ রখব, টন ভর বনয় রখব রত জগ হতর নকশ পঠ পশ বস যতন কর খওয়ব শলর ঝল, সরষ ইলশ ডল খত খত তই আর করব ন বঝ হলর ডল হত চবনর গলপ বব, সদন রত খত দয়ছল ত তর দট ভতও মখ দত পরসন বঝ গশতর ঝল  কব একট শকমছভত বড়ই শনয লগর বব, কষট বক ফট যয় তর মক, ছট ভইক দত পর ন সনতবন এতটক ক বলব, এদশ জনমটই আজনমর পপর বব তর বচ থকর নরপতত এদশ দত পরল নর বব ঠক কখন তই বঝ গছল, তই মর যচছস আহর কত বযথ আফসস বব হসব বচ থকতও ঘণ হয় র বব তই ন বলত, ময়র কল ছড় তই নরপদই থকস হজর ভইয়র ভড় ওরই ডক আনল তর আজরইল, মতয পরয়নর পয়গম সলমহর আম অকষম পত এক, তর মত লশ আজ আমর কধ গল করলও বযথ পতম কছ কম, হয়ত সনতবনয়,ববর মরছ তর তল তল...কত কষট মরছস তই ধক ধক চখর পন রখত পর ন ধর, সরতধরয় তজসব বঙগপসগর... আবরর ফহদ ১০.১০.২০১৯"
Sumit Paul,1578103023,"নতন কমপন আমর মতর একজন এমপলয় অনক সময় দজন একসথ বস কলয়নটর সথ কথ বল তব কখনই বল ন, উন আমর Employee. পরচয়ট দই আমদর Team Member হসব ঠক আছ ন  Provide translation to English"
Abu Al Mujahid,1578539989,"এলজইডর পরথম পরধন পরকশল ইঞজনয়র খনদকর মশররফ হসন, কমরল ইসলম সদদক সযর পরমখ থক আজ পরযনত পরয় সকলই বয়টয়ন গরবর বষয় সসথর লড পজশনও অতরকত পরধন পরকশলর মধয যর active বয়টয়নদর সরব উপসথত লকষণয় Just share my thoughts.  Provide translation to English"
Munir Hasan,1578423284,
Yeafesh Osman,1578169155,"Release of Abrars fund to the family, scholarships and memorials   We are in the process of expediting the release of funds to Abrar Fahads family after keeping a budget for our scholarships and memorials. This fund will then be used by the family for their legal or any other costs. We hope in the best scenarios that the family would appoint a formidable team to fight for Abrar Fahad. Following points are important for us and this group  1 We are going to leverage our current Admins of this group to take a lead on scholarship and memorial movement. We want them to start taking data polls on scholarships, memorial location, work with Aminul Islam Emon vai to get permission and budget for memorials. 2 We are expecting some numbers from the adminsthey will combine scholarship and memorial budget and present the numbers to us 3 Once no.2 step is completed, we get numbers from the Admins, we will start releasing funds immediately from our Dhaka accounts. 4Once the family receives all remaining funds, it will be the onus on the family to hire best attorneys and help continue fight for Abrar. Our current team will NOT be responsible for the performances of the attorneys or ANY outcome. We will, however, be open to any help for the family. 5 If the family needs future funding, our doors will be always open 6 Moving forward, we are expecting admins should be able to provide updates. We will add onetwo admins in our common group so that they can provide updates to the blog members 7 With this declaration, we are dismantling all our legal, nonlegal teams. They did an amazing jobs multiple visits to family, search for doctors, sitting with psychiatrists, spending time with attorneys and legal experts, meeting with VC, meeting with chargesheet officers, higher ups in ministry, educating the family how to add additional lawyers when needed, helping them filling out forms, meeting them on their campus visits, helping Ahmed Javed Jamal to organize the events with certain guests presence, resolving issues with Facebook fund raising support group, working with Banks, bringing in new donors, contributing donation for multiple days  We believe with our huge financial support, media pressure, and assurance from our prime minister, justice will come Lets all pray for justice for Abrar. Our doors will be always open.  Hannan, CSE91"
Khondaker Abdullah Al Mamun,1578534020,"কনডর জব অফর সকরনত  আমর কছ অনকই কনডয়ন জব অফরর কপ পঠয় জনত চন ত জনইন কন অনক সময় তৎকষণক, ব অনয সময় কছট সময় নয় জবব দই বশরভগ কষতরই অফরগলত কনডর বভনন হটলর নম থক এ ধরণর অফরগলর কনটই আজ পরযনত জনইন পইন তব, আপন নজও চইল বষয়ট নশচত হত পরন এজনয আর কছ ন, আপনক ভগবনপরদতত কমনসনসট শধ বযবহর করত হব শধ এটক ভবন, বলদশ কন এমপলয়র আপনর সথ কথ ন বল ক কখন লখ লখ টক বতনর জব অফর দয়ছ উততর যদ হয়, ন, তহল কনডয়ন এমপলয়র দব কন ডলর ক গছ ধর আরকট কথ, জব অফরর নম কউ আপনর কছ টক চইল ত কনত অবধ করন, জব অফর বকরযগয নয় তই, এ ধরণর ফদও প দবন ন আশ কর, বঝত পরছন ধনযবদ, ML Gani, RCIC Regulated Canadian Immigration Consultant MLG Canada Immigration Services Inc. www.MLGimmigration.com"
Rabaka Sultana,1577989628,"একট গলপ ১ বচত হল করণ থকত হয় থকত হয় অনপররণ, থকত হয় লকষ ... Continue Reading"
Imtiaz Ahmed Shohan,1577973785,"১১ঘনট আগর পসট, ১৫পযনলর এডমন যর আবর ১৬পযনলর এডমন এসছন,তদর কছ জনত চচছলম ১৬এডমন পযনল ইলকশন চলকলন দট অনকঙকষত ঘটনর বযখয,কউই উততর দয়র পরয়জন মন করনন রপসট করলম এখন উললখয,এই দট ঘটনর সরহ ন হওয় পরযনত আম এডমনর কন কজ করযত অশ নচছ ন আপতত আগর পযনলর এডমন,যর এইবর আবর এডমন হয়ছন তদর দষট আকরষণ করছ Fahim Alam Tahmeed Hossain Faisal Mahmud Fahim Faisal Raunaq Sumit Paul পসটর লক httpsm.facebook.comgroups368809433220789viewpermalinkid2290296201072093"
Shariat Rahman,1578164543,অশলন কব একদ অভকষপত এক অশলন কব ছল এই অশলন মন Indecent ন এই কবর গয় দওয় কন শল ছল ন তই স নজক ঘষণ দয়ছল অশলন কব ... Continue Reading
Fakhruddin Mahmud,1578039171,"এইবরর বইমলয় আমর ইচছ করল সনআবররক নয় একট বই পরকশ করত পর বইয়র শরত সন এব আবররর মতযর বরণণ থকবযহত বয়ট পরশসন সন সমত সধ সনর মতযর বরণণ লখন এব এখন পরযনত আবররক কন সতমভ হয়ন,সজনয বল দজনর কথ শষ আপনদর লখগল থকব লখর ধরণ ক ক হত পর ১সনআবরর আনদলন যর জড়ত ছলন,তর আনদলনর সময়কর সতয কথগল লখবনআনদলন বধদনকরদর কথগল উললখ করবন এব এরকম সনতরসর নপথয কহন গল যদ পরন,তল আনবন লখয় ২যর সনআবররক নয় আপনর অনভত গল, সট গলপকর,ছড়য়,কবতয় যভব ইচছ, লখন ৩যর সনআবরর সকলরশপ সকম নয় কজ করত চন,আপনর আপনদর চনত শল গল লখয় নয় আসন,এগল অনতত বইটত থকল ভবষযত বসতবয়ন সহজ হয় ৪ছতর নরযতনর ঘটন এব রযগ এর ভয়বহ অতযচরর শকরএসব তল ধরত পরন কভব লখবন আপন আড়পতত আপনর নতনপরন লখর শরত হযশটযগ যকত কর এই পসটর কমনট লক আকর দবন এব লখগল সমপদন কমট বছই কর এব পরয়জন আপনর সথ যগযগ কর এডট করব লখ জম দয়র শষদন ২০ জনয়র ২০২০,এরপর আর লখ জম নয় হব নযদও এত অলপসময় বই পরকশ কর কঠন,তবও চষট করযদ সময়র সবলপতর করণ বইমলয় পরকশত ন হয়,তব বয়ট এই বইয়র পরকশত হব বইয়র পরচছদ আপনর ২০জনয়র ২০২০এর মধয বইয়র পরচছদ আমদর দত পরন,যখন সন এব আবররর বষয় ট যন থক বইয়র নমকরণ ক হব সমপদন কমট ঠক করব অথব আপনর পরসতব দত পরন কর সমপদন করবন আম কর সথ যগযগ করন এখন,যগযগ কর এখন নমগল যকত করছ তহল এই বইমলয় সনআবররসমরণ বই বরচছ,আপন লখ দবন নশচয়ই"
